,Unnamed: 0,obs_1_in_lawn,obs_1_x,obs_1_y,obs_1_t,obs_1_z,obs_1_speed,obs_4_in_lawn,obs_4_x,obs_4_y,obs_4_t,obs_4_z,obs_4_speed,obs_5_in_lawn,obs_5_x,obs_5_y,obs_1_average_speed,obs_1_total_distance,obs_4_average_speed,obs_4_total_distance,obs_5_total_distance
208,209,False,502.10507566369694,368.436312886928,208.0,0.0,622.779915910076,False,502.909718456518,591.44033637617,208.0,0.0,776.350343859505,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
209,210,False,500.641155884947,368.959128284945,209.0,0.0,621.910287188275,False,500.778649026727,590.500096718872,209.0,0.0,774.254234438554,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
210,211,False,499.11694161649103,369.42675437075695,210.0,0.0,620.962034470314,False,498.7812188901,589.552675531986,210.0,0.0,772.240287439354,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
211,212,False,496.25292779071106,369.756033058338,211.0,0.0,618.859024595983,False,496.74381499324704,588.87930578534,211.0,0.0,770.411094491941,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
212,213,False,492.911345406954,369.772404078846,212.0,0.0,616.192522876692,False,495.083708166916,588.894298752997,212.0,0.0,769.353217447024,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
213,214,False,490.022135658982,369.751382011794,213.0,0.0,613.871141148875,False,493.768699834812,589.035106793481,213.0,0.0,768.615564487064,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
214,215,False,487.769587998104,369.88674533772894,214.0,0.0,612.15633244489,False,492.37139390919,589.09954935441,214.0,0.0,767.768108604185,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
215,216,False,483.694396862592,370.135708625137,215.0,0.0,609.065441767713,False,491.112384207159,589.195343771353,215.0,0.0,767.034892976508,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
216,217,False,481.693295477139,370.426568334101,216.0,0.0,607.65473209332,False,489.164117397938,589.830284009758,216.0,0.0,766.277559168175,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
217,218,False,479.88325076824896,371.047601568145,217.0,0.0,606.600574511247,False,487.162170289481,590.905640674682,217.0,0.0,765.830566341089,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
218,219,False,478.755332124351,371.33581619984307,218.0,0.0,605.885266721597,False,487.350384690493,591.095521553231,218.0,0.0,766.096803973399,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
219,220,False,477.09122877361904,372.137925628326,219.0,0.0,605.064191853786,False,487.744570123919,590.325283610051,219.0,0.0,765.753685041511,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
220,221,False,473.231568001558,372.99695978393,220.0,0.0,602.556925909301,False,488.255142409757,590.11817195152,220.0,0.0,765.919408917789,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
221,222,False,469.301728010745,373.546591958483,221.0,0.0,599.817612510394,False,488.724498630389,589.642950453419,221.0,0.0,765.852756462323,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
222,223,False,467.518774763942,373.562812715071,222.0,0.0,598.433772275908,False,489.095969819788,589.195937172958,222.0,0.0,765.74585867315,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
223,224,False,465.725447117911,373.456906932534,223.0,0.0,596.967548053321,False,488.722532898651,588.314632624685,223.0,0.0,764.829275801594,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
224,225,False,462.794594158492,372.94721334195503,224.0,0.0,594.36391236502,False,487.90542675423296,586.630666728993,224.0,0.0,763.011955740624,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
225,226,False,458.662397584784,372.345882953143,225.0,0.0,590.772927198241,False,486.78793938363503,585.585682022013,225.0,0.0,761.493984820992,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
226,227,False,456.44444984188897,372.07327486090094,226.0,0.0,588.88034239324,False,485.763731488465,584.944330061037,226.0,0.0,760.346152814724,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
227,228,False,454.344972109947,372.04384067350895,227.0,0.0,587.235875151274,False,485.343349551977,584.827907105713,227.0,0.0,759.988057724581,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
228,229,False,451.674145309903,371.75797112595694,228.0,0.0,584.990190205887,False,484.53364792524303,584.430146329335,228.0,0.0,759.164970154888,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
229,230,False,448.007499888024,371.664160404292,229.0,0.0,582.103915194654,False,482.885408785592,583.737776717272,229.0,0.0,757.580431363464,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
230,231,False,445.346075777125,371.298576918558,230.0,0.0,579.823904674368,False,478.61075857614304,583.901884585051,230.0,0.0,754.989846982597,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
231,232,False,443.972654267546,371.040769099746,231.0,0.0,578.604329461421,False,476.719083464492,584.447870675154,231.0,0.0,754.215087409385,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
232,233,False,442.034266236434,370.62909485565905,232.0,0.0,576.853723642925,False,474.880155276843,585.244155802221,232.0,0.0,753.672265495031,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
233,234,False,440.299101169369,370.026086495854,233.0,0.0,575.137029913734,False,473.745746144991,585.318638316139,233.0,0.0,753.01589647944,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
234,235,False,434.907081773103,368.573462613129,234.0,0.0,570.079439305636,False,472.313800983222,586.093558235651,234.0,0.0,752.71906153926,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
235,236,False,433.14205756851106,367.76737692763504,235.0,0.0,568.212007587763,False,469.201589989736,588.264762221863,235.0,0.0,752.466319858133,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
236,237,False,431.570722433182,367.183674972794,236.0,0.0,566.636691035821,False,466.606284495755,590.224353997968,236.0,0.0,752.387009977746,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
237,238,False,429.494399157645,366.107415533815,237.0,0.0,564.358112032277,False,465.540139615932,591.133091150801,237.0,0.0,752.439999632611,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
238,239,False,426.609931865633,364.879882457556,238.0,0.0,561.367404280512,False,464.287765020566,592.437310162976,238.0,0.0,752.691899266184,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
239,240,False,424.321038914164,363.37995531623903,239.0,0.0,558.653144617326,False,463.544745877552,593.896962467492,239.0,0.0,753.383921688536,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
240,241,False,423.399131760572,362.54014964016494,240.0,0.0,557.406660237137,False,462.662706003412,596.253284146907,240.0,0.0,754.701767841027,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
241,242,False,422.40489073286705,361.951185035936,241.0,0.0,556.26841728069,False,462.423490109416,598.717171913928,241.0,0.0,756.503625998967,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
242,243,False,421.281193285455,360.360144975418,242.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,242.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
243,244,False,421.281193285455,360.360144975418,243.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,243.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
244,245,False,421.281193285455,360.360144975418,244.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,244.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
245,246,False,421.281193285455,360.360144975418,245.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,245.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
246,247,False,421.281193285455,360.360144975418,246.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,246.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
247,248,False,421.281193285455,360.360144975418,247.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,247.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
248,249,False,421.281193285455,360.360144975418,248.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,248.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
249,250,False,421.281193285455,360.360144975418,249.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,249.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
250,251,False,421.281193285455,360.360144975418,250.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,250.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
251,252,False,421.281193285455,360.360144975418,251.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,251.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
252,253,False,421.281193285455,360.360144975418,252.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,252.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
253,254,False,421.281193285455,360.360144975418,253.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,253.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
254,255,False,421.281193285455,360.360144975418,254.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,254.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
255,256,False,421.281193285455,360.360144975418,255.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,255.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
256,257,False,421.281193285455,360.360144975418,256.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,256.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
257,258,False,421.281193285455,360.360144975418,257.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,257.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
258,259,False,421.281193285455,360.360144975418,258.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,258.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
259,260,False,421.281193285455,360.360144975418,259.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,259.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
260,261,False,421.281193285455,360.360144975418,260.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,260.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
261,262,False,421.281193285455,360.360144975418,261.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,261.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
262,263,False,421.281193285455,360.360144975418,262.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,262.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
263,264,False,421.281193285455,360.360144975418,263.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,263.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
264,265,False,421.281193285455,360.360144975418,264.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,264.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
265,266,False,421.281193285455,360.360144975418,265.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,265.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
266,267,False,421.281193285455,360.360144975418,266.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,266.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
267,268,False,421.281193285455,360.360144975418,267.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,267.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
268,269,False,421.281193285455,360.360144975418,268.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,268.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
269,270,False,421.281193285455,360.360144975418,269.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,269.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
270,271,False,421.281193285455,360.360144975418,270.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,270.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
271,272,False,421.281193285455,360.360144975418,271.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,271.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
272,273,False,421.281193285455,360.360144975418,272.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,272.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
273,274,False,421.281193285455,360.360144975418,273.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,273.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
274,275,False,421.281193285455,360.360144975418,274.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,274.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
275,276,False,421.281193285455,360.360144975418,275.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,275.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
276,277,False,421.281193285455,360.360144975418,276.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,276.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
277,278,False,421.281193285455,360.360144975418,277.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,277.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
278,279,False,421.281193285455,360.360144975418,278.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,278.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
279,280,False,421.281193285455,360.360144975418,279.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,279.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
280,281,False,421.281193285455,360.360144975418,280.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,280.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
281,282,False,421.281193285455,360.360144975418,281.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,281.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
282,283,False,421.281193285455,360.360144975418,282.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,282.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
283,284,False,421.281193285455,360.360144975418,283.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,283.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
284,285,False,421.281193285455,360.360144975418,284.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,284.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
285,286,False,421.281193285455,360.360144975418,285.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,285.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
286,287,False,421.281193285455,360.360144975418,286.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,286.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
287,288,False,421.281193285455,360.360144975418,287.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,287.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
288,289,False,421.281193285455,360.360144975418,288.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,288.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
289,290,False,421.281193285455,360.360144975418,289.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,289.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
290,291,False,421.281193285455,360.360144975418,290.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,290.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
291,292,False,421.281193285455,360.360144975418,291.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,291.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
292,293,False,421.281193285455,360.360144975418,292.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,292.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
293,294,False,421.281193285455,360.360144975418,293.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,293.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
294,295,False,421.281193285455,360.360144975418,294.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,294.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
295,296,False,421.281193285455,360.360144975418,295.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,295.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
296,297,False,421.281193285455,360.360144975418,296.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,296.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
297,298,False,421.281193285455,360.360144975418,297.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,297.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
298,299,False,421.281193285455,360.360144975418,298.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,298.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
299,300,False,421.281193285455,360.360144975418,299.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,299.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
300,301,False,421.281193285455,360.360144975418,300.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,300.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
301,302,False,421.281193285455,360.360144975418,301.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,301.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
302,303,False,421.281193285455,360.360144975418,302.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,302.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
303,304,False,421.281193285455,360.360144975418,303.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,303.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
304,305,False,421.281193285455,360.360144975418,304.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,304.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
305,306,False,421.281193285455,360.360144975418,305.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,305.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
306,307,False,421.281193285455,360.360144975418,306.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,306.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
307,308,False,421.281193285455,360.360144975418,307.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,307.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
308,309,False,421.281193285455,360.360144975418,308.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,308.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
309,310,False,421.281193285455,360.360144975418,309.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,309.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
310,311,False,421.281193285455,360.360144975418,310.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,310.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
311,312,False,421.281193285455,360.360144975418,311.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,311.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
312,313,False,421.281193285455,360.360144975418,312.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,312.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
313,314,False,421.281193285455,360.360144975418,313.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,313.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
314,315,False,421.281193285455,360.360144975418,314.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,314.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
315,316,False,421.281193285455,360.360144975418,315.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,315.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
316,317,False,421.281193285455,360.360144975418,316.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,316.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
317,318,False,421.281193285455,360.360144975418,317.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,317.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
318,319,False,421.281193285455,360.360144975418,318.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,318.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
319,320,False,421.281193285455,360.360144975418,319.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,319.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
320,321,False,421.281193285455,360.360144975418,320.0,0.0,554.380084330887,False,462.28524134254,600.898594654406,320.0,0.0,758.146928649566,True,582.419482241665,467.76583742279905,579.7190254901001,411.70838448620054,746.8465148633838,356.49947873369,285.96487611654567
